uniqueId,clean_text,rep_score
mikha_gaby,memang sampai tanggal sekarang masih demo?,0.132
user6137409121619,ini kapan ya allah,0.363
antobertz,gila seru banget,0.296
user39766392146537,maaf ..ini kejadian kapan ya..,0.295
user3881658238377,jos,0.400
ritz.rizzkka,kalau orang enggak ikut demo akhir imbas nya pada kena,0.216
produk.aesthetic,"izin mengasih saran, kalo bisa kasih tanggal min karena ini akun resmi, supaya enggak disalah gunakan.",0.143
inekekusumawati44,semangat indonesia ini bisa di atasi,0.149
ayah.shaka123,bagaimana ya perasaan keluarga polisinya...kalau melihat ini pasti merasa khawatir,0.148
user4139965220083,semoga selamat adik2 yang berjuang,0.216
tata150591_1,ya allah lindungi pejuang ke adilan,0.262
nur.cahya985,polisi miggir atasan mu bilang sama dpr mundur karena masarakat ada suara tni aman kan saya jaga,0.142
nurulmulyadi549,bukan demo mau jarah,0.151
dian53463,kejadiannya kapan nih?,0.317
rajiun.sitohang,"semangat teman teman yang demo hari ini ,doa kami menyertai kalian semua, semoga tuhan melindungi kalian yang berjuang untuk negara.",0.166
mohrangga5,"pak prabowo rakyatmu pak sedang tidak baik"" saja",0.240
mohrangga5,ya allah kemana dpr apakah masih diam saja kemana puan maharani kok cuman diam membisu seribu bahasa lihatlah ini rakyatmu,0.167
bang_roy1163,rakyat bukanlah musuh,0.166
perens185,kapan ini,0.406
dinamika.id,ini demo tanggal 28/08/2025 ya ges,0.126
mummyroy123,"ini bukan demo, ini sudah mnyalahi undang².. merosakkan harta awam",0.219
sholahuddin.alayu5,ya allaah .... selamatkn negriku,0.285
shwephone287,okgood,0.000
wisban7,"kalau rakyat rasa menikmati kemerdekaan, mustahil akan terjadi gerakan mahasisiswa",0.122
juju.c61,lindungi rakyat dan mahasiswa yaallah,0.156
sariyem3245,hati xan semua salm seht,0.316
kangari135,kapan ini,0.406
suprikowok526,hati-hati kawan semoga sehat selalu,0.273
zubaidahhhhnasutionnnn,teman-teman !!! jaga keselamatan dan kesehatan !! ya !!!,0.194
ridwanalfaruq0,lindungilah mereka ya allah.. para pendemo pahlawan buat kami semua rakyat indonesia.. yang sudah tercekik dengan pajak,0.158
kemuningsenja2,pecat puan,0.298
herukuy,jangan bahaya bisa cepat naik pangkat entar mereka,0.183
chakaiba8,kenapa lari,0.216
nurulhindun2,"ya allah tolong dpr nya, yang bertanggung jawab rakyat di adu sama polisi",0.192
userq6gumn3t4o,"saya enggak rela prabowo diganggu, andai saya ada kekuatan, saya akan perbaiki negeri seperti prabowo yang kuat.",0.123
giangsugar8,stay save para pendemo...,0.177
madeirsiani0,"rakyt menjerit ,rakyat sedih ,demi sebuah keadilan rakyat rela melakukan seperti ini ,,, jangan mikir kantongmu saja setelah jadi pejabat",0.101
zakyyeds,"katanya yang upload tetang demo sekarang bakal kena take down ya?, gua sempat lihat ada pemerintah mau menghilangkan yang up vt demo",0.128
floobutterfly_,"tolong di baca guys, polisi juga punya npwp, polisi juga bayar pajak, polisi juga rakyat. tapi polisi enggak bisa pilih dewan perwakilan mereka, polisi enggak bisa pilih presiden mereka, polisi enggak bisa bersuara. aku turut berdukacita yang terdalam untuk korban yang terlindas mobil brimob semalam, kita wajib mengawasi kasus ini hingga tuntas. tapi jangan teralihkan teman-teman, ingat. fokus demo kalian itu dpr, bukan polisi. sementara kita sedang bertengkar dengan polisi, dpr diatas ketawa2 lihat kita guys. plis, jangan rusuh",0.408
vhita063,"demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis? ayo terapkan demo kayak begini!!!!!",0.417
a.j.m74,ya allah lindungilah saudara2 kami mahasiswa & masyarakat yang ikut demo di dpr,0.225
j9af2ar71,semangat pejuang indonesia,0.253
masnia697,semoga allah melindungi kalian semua amin,0.229
wahyuhadisusilo55,demo anarkis jangan ditiru mari jaga aset kota kita yang capek capek kita bangun,0.116
fidasharon,kapan ini,0.406
listianatutik,trimakasih para pendemo pejuang rakyat yang sesungguhnya,0.237
tipahkece,"apakah ini yang dinma kan melayani ,mengayomi masyrakat ??? aparat keamanan kita",0.126
ewonsosiawan,28-8 berita lama,0.335
bundaatha52,ini demo minggu kemarin ya?,0.233
banggenta31,lapo saja oki,0.170
suherman.aza,andaikan saya jadi anggota aparat kepolisian lebih baik mengundurkan diri dari pada harus pertaruhkan nyawa membela oligark penguasa dan para pejaat yang penting keselamatan keluarga .,0.120
balqissheena,ini demo apalagi dan kejadiannya ini dimana,0.224
pakkarsono3,waduh direl sangat bahaya takutnya ada kereta hati hati para pendemo,0.185
hmd210323,kok mau kayak begini aparat harus tegas,0.148
sujarwo.m,astagfirullah,0.274
liafranky0,ini kapan kak?,0.349
user28828291996363,entar polisi lagi yang salah,0.128
user52257616656550,adik2... doa ku menyertai perjuangan mu..,0.143
yoga.aja922,enak ya wak biasa nya antar bendera ini deh sama polisi,0.133
aprilaalin,coba saja ya kalau polisi berpikir mau saja di adu sama masrakat oleh pemerintah kapolri,0.113
user81312066912791,as h cuman tawuran antar rt ini,0.280
mia.giharto22,semoga berita masuk ke berita internasional biar tau raktat indonesia mendetira,0.201
eko.budi.sulistio1,semoga allah melindungi pendemo amin.,0.232
tugimannn9999,pada rebutan apa ya,0.153
knawic_,mpv sejati nepal.!!!,0.242
zudaspalestine,kalo begini kasihan polisi apa pemerintah mikir,0.154
ari232009,kapan ini?,0.406
callme.nikki15,vt sudah lama kok di up lqgi?,0.264
emayati123,ya allah lindungilah para pendemo dan selamatkanlah mereka amin ya robbal,0.314
amun6779,ini lah yang kita herankan entah apa tujuan maksud petingi kita ini,0.167
selamet.selamet447,refolusi,0.000
userdndj71mmpd,konoha,0.400
muhikky8,turut berdukacita pada bang ojol,0.201
raniaprawiro,ya allah lindungilah semua yang ikut demo,0.225
rojalih69,ini parah sih,0.317
jeniper128,"kok bisa menekan perlawanan itu loh.. terus enggak boleh melawan begitu kah ketika kami di hantam pajak terus""an kalian pejabat hidup enak??",0.123
ani.kusrini88,wahai pemerintah mana nyalimu,0.138
cahkangkung_ayambakar,"saya dukung demo, tapi harus dipahami lawan kalian bukan polisi, polisi punya tugas. harusnya kalian fokus siapa lawan kalian yang sebenarnya.",0.125
rhcooo,"""polisi kontol""",0.408
daudabel02,sahkan ru perampasan aset,0.242
kangamasdamarwulan,akun gerindra tidur,0.347
ferrurfavboi,presiden kita kemana sih,0.303
nadiiyaa_2,mewakili rakyat mengambil hak rakyat,0.164
.berdasi.01,kembali nya 98 mantap semuanya semoga sehat selalu buat yang demo,0.300
wellyyudasetyawan,"presiden mana keputusan tegasnya,jangan takut sama dpr,lihat rakyatnya itu",0.148
adeliaputri35_,"semakin hari rakyat semakin hidup susah daya beli menurun drastis , pengangguran bertambah , orang stres pun bertambah...",0.160
budawayan0,semangat rakyat semoga sukses seperti nepal dan rakyat yang demo diberikan keselamatan,0.153
leo_fps08,hidup dpr,0.301
juhaijeje10,ya allah kapan ini,0.265
bebasbebasbe1,"apa sih yang pemerintah pertahankan, rakyat iti menuntut kebaikan bagi bangsa,, rakyat bergerak karena pemerintah dan dpr masih tidak meloloskan tuntutan rakyat, sebenarnya perusak bangsa ini rakyat atau para pejabat sih????????????????????????",0.118
rapandi1.pandi,jika ada yang cedara polis yang disalahkan,0.127
baskara.701,macron nations ini indonesia nations peacekeeping human rights office the dpr (legislative members) have violated human rights please help us,0.133
azilll007,"katanya ketua dpr enggak bakal takut, kantornya bakal di buka, mana?!!",0.137
causiiibaaattt,mntak maaf tanya...presiden tak turun melihat rakyat rakyat nya ke bang....,0.114
sasp.s,kemana sih wok wok,0.301
indraacab,gas ayo kita tegakan keadilan di tanah sendiri.,0.154
xxchulopapi,enggak di tulis disitu polisi menembak dengan gas air mata dan water cannon,0.167
.zarrxx,viralkan sampai polisinya ketangkep!!!,0.401
keripik_sin9kong,viralkan sampai pb turun tangan,0.190
user6566374245252,harusnya polisi membiarkan masa masuk dpr. polisi & rakyat di jadikan tumbal oleh dpr. kasus 1998 juga masa berhasil masuk.. kasihan polisi & rakyat,0.119
marvveln,malaysia with you indonesia,0.137
dafiqdm,yang tanggal 25 menteri sapa nama nya yang di bilang die enggak tau kalo ada demo di hari itu.. yang ktk bcara pakai exresi beloon begitu...,0.113
ytjtyangtaujetau,itulah mereka berani macam-macam lagi sama rakyat indonesia.semangat terus bang.pertahankan hak kalian semua. salam dari malaysia,0.181
sugarglowz_,f: viralkan sampai polisinya ketangkep,0.401
mey_yanyan,yaallah lindungillah orang”yang ikut turun ke jalan,0.200
catlover11238,"dpr semaune sendiri sama rakyat lama"" ya berani semoga pada sehat"" saudara""ku yang memperjuangkan buat rakyat",0.128
laembuhsop0,semangat para pejuang rupiah,0.347
annomin86,beberapa hari ini saya sadar ternyata bukan di bentrokan antara rakyat dan aparat tapi pertunjukan keberpihakan aparat bukan kepada rakyat,0.406
milendvina,sehat selamat untuk orang-orang yang berdemo amin,0.134
rans0214,rip ojolsemoga keluarga yang ditinggal diberi ketabahan amin #usuttuntas#brimobpembunuh,0.122
ltramen_28,apakah ini akan terjadi kayak masa trisakti 98??,0.235
xavi20.06,lagian ekonomi lagi susah dpr malah kegirangan naik gaji,0.121
dimsumraosjamer,"kalo ini gue dukung yang demo ,,terima kasih kalian semua pahlawan rakyat",0.159
t4hkim2.1,pakai prabowo tolong lihat rakyatnya,0.145
baedowiazrul,yang ini demo enggak ada bayaran tapi real demo untuk rakyat yang di cekik pemerintah dari segala aspek,0.120
teguh.syaputrap,percayalah.hanya pak anis baswedan yang mampu memimpin indonesia,0.205
yalahtu97,tangkap adili anis baswedan,0.202
gabriels240,negara luar menonton kejadian di indonesia sedang darurat ham,0.152
cahayapurnama47,kalo dpr tidak dibubarkan akan ada demo semakin besar rakyat sudah muak diperas dan ditindas pajak buat gaji dpr,0.162
bahagia.yas,mahasiswa harus ambil tindakan tegas terhadap yang menantang rakyat kecil,0.175
chanel19782,"inews bisa loh media kalian viral bahkan akan mendapatkan penghasilan lebih besar, dengan cara mengajak debat anggota dpr yang lagi viral sekarang misal ahmad sharoni, uya kuya, atau eko patrio atau anggota dpr yang viral sekarang begitu terus mengajak debat sama yang mau debat misal kemarin ada cewek diaspora menantang ahmad sahroni debat, itu lebih baik daripada ijazah jokowi. nama doang rakyat bersuara tapi topiknya itu mulu, kan rakyat bersuara bukan itu doang jangan di satu topi saja, cari topi yang lain seperti yang lagi viral sekarang",0.097
nunung7889,ya allah sampai kapan seperti ini..,0.185
reysz032313,semangat p polisi dan tni,0.257
sunaidix,"tetap kompak para pendemo semangat jangan anarkhis bro""""",0.182
kemuningsenja2,ini semua gara-gara puan,0.306
coki8758,kalau dpr tidak dibubarkan pastilah terjadi demo terus menerus,0.108
big_brothers88,jakarta sepi nih???? info demo,0.173
andyani69,"kalo seperti ini bagaimana, kalo sudah ada korban polisi disalahin",0.173
jowid.group,#buat dpr gelisah,0.125
nusaibah5502,semoga allah melindungi orang orang yang mem ela kebenaran,0.216
afrzarviprstya,rip ojol,0.402
rgn210,polisi jadi musuh pendemo mukan ngayomi,0.128
pak_muncet,dpr nya kemana. kok polisi yang terjun,0.188
zanssaja20,media!!,0.282
kepomaneh74,bagaimana keadaan ojol yang dilindes mobil brimob tadi ??,0.340
madien24,"mpr dan dpr,mana bisa di gulingkn karena mereka di lindungi oleh pak polisi,,untuk yang berdemo semoga kalian dalam lindungan allah",0.147
_nencyy.ajram,ya allah lindunggi lah para pedemo dari para yang pakai seragam erogan dan anarkis,0.162
alnnnsptra,baru kali ini gua dukung 10000% orang demo,0.229
rifaldi.623,semakin hari semakin besar percaya atau tidak,0.230
bengs8880,maju terus pantang mundur kawan saya terima kasih ucapkan,0.248
rafa.iya,yang bentrok polisi vs rakyat dpr enak libur di rumah sambil lihat demo,0.124
dnadachannel,terima kasih buat yang demo sudah mewakili perasaan kami,0.216
ikalinda2,"boleh...semoga pulang dalam keadaan selamat,sehat ya. emak,bapak kau pasti kuatir,was""anaknya kenapa""",0.158
angkringan_kuy1,save ojol semoga tenang di alam sana,0.233
zrilxml3,apakah ada lagi demo ? setelah ini kayaknya belum beres,0.142
yuhuu.210,ya allah kenapa lah tak turun pemimpin nih. jaga daerah deh pun tak bise. apelagi jaga seluruh wilayah astagfirullah al azim,0.125
_ardaan_,ayok,0.088
irpqnnmaulana,rip untuk abang ojol yang sedang mencari nafkah,0.158
pardosa35,"makin kacau negara kita ini, rakyat vs wakil rakyat.",0.171
bangal8579,"ayolah polisi brimob tentara kerjasamanya ,yang buat onar itu dpr kenapa jadi kita yang bentrok ,kita sama-sama dirugikan kita sama-sama di kenain pajak untuk bayar dpr masa kita juga yang bentrok ,harusnya kita kerja sama dong ah bagaimana sih",0.148
uceng_wader,kasihan warga sipil. selalu di benturkan dengan aparat. sementara yang di demo enggak mengasih respon apa bagaimana.,0.121
liliswati94,"ya allah , selamat kan lah dan lindungi lah para pendemo ini , dari marabahaya , jaga lah mereka dengan baik , jangan sampai terjadi apa"" para pendemo ini , kasihan jangan sampai ada yang terluka",0.166
batuguntjngkertas,"#stoppbayarpajakditahun2025 kenapa??? kalo enggak ada pajak yang masuk otomatis pemasukan negara anjlok walaupun yang tidak bayar hanya yang tidak setuju dengan kenaikan tunjangan dewan persetan rakyat, tapi dengan cara itu pasti akan ada tindakan dari negara karena negara sangat membutuhkan pemasukan untuk membayar hutang dan pembangunan",0.086
dunia.keren3,alhamdulillah ujan.. jadi kereta aman balik enggak harus menunggu kayak tanggal 25,0.122
xfkall,"dapat info malam ini, ada ojol meninggal kelindas mobil polisi, ada 4 korban",0.199
prksandy,fix 70% isiny bocah stm&bocil gengster yang kalo ketangkep plonga plongo enggak tau visi misiny apa,0.120
boxzy110,demo sudah separah ini masa presiden enggak turun tangan,0.134
mrcornelius82,kenapa bentrok sama polisi ya apa enggak langsung ke rumah sahroni dan eko dl,0.124
n4zeru,"gua lihat demo banyak banget tempatnya kan tujuannya ke gedung dpr kenapq sampai meleber mencar kemana², kena taktik pengalihan itumah, siapa yang ngarahin kalian mencar begitu deh",0.116
sya.eca,untuk wartawan pedemo lagi kayak begitu tuh jangan terlalu di zoom muka nya. kasihan mereka lagi berjuang loh untuk negeri ini. kasihan mereka sudah turun kejalan tapi kalian beritakan di tv dengan tampak jelas muka mereka. jangan sampai mereka dicari intel brok huft kasiaan mereka,0.102
nengg921,"terima kasih kalian yang sudah turun demo hari ini kalian semua keren , semoga selamat semua",0.245
rguslilelagimaiko,terima kasih yang ikut demo,0.203
mita83217,sampai kapan presiden dan dpr berdiam diri? apa enggak sedih melihat kondisi seperti ini? banyak yang terluka..,0.159
vaii859,rip indonesian,0.210
budak.padjadjaran,enggak ada yang seberani orang jakarta dibanding daerah lain kalau lihat video ini salut sama orang jakarta,0.144
user90033149042015,awani australia,0.400
bgkaciak,"aulia 308:demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis?hsgs",0.416
ryanmasblack_,"dpr dilindungi polisi, rakyat dilindungi siapa?",0.159
yohaneskeluargabesar,"semangat para demo kalianlah betul"" mewakili seluruh rakyat indonesia",0.161
.geloabis,alamak banyak besi itu,0.315
samsul.huda367,"dpr: dewan pemeras rakyat dpr: pembuatan u yang menguntungkan anggota parlemen cepat sekali di ketok palu, tapi buat u yang menyengsarakan rakyat nya juga cepat di ketok palu, pajak naik terus, dpr tempat orang yang berilmu tapi tidak beradab dan biadab",0.116
