clean_text,classification
kenapa mereka dibubarkan kan mereka mewakili rakyat menyuarkan agar dpr dibubarkan karena menghabiskan pendapatan negara dari pajak yang dibayar rakyat kenapa harus dibubarkan,NON_BUZZER
"untuk yang muslim yuk kita kirimkan surat al-fatihah untuk bapak ojol yang gugur ya. ""bismillahirrahmanirrahim khususon ila ruhi affan kurniawan"" dilanjutkan al-fatihah.",NON_BUZZER
masih cheos lo,NON_BUZZER
"polisi kok lawan rakyat, malah melindungi tikus tikus",NON_BUZZER
baru semua,NON_BUZZER
babunya dajal yang bersenjata,NON_BUZZER
tanpa pelindung badan bentrok brimob enggak ada apa-apanya sama rakyat ... tidak ada ceritanya sesama manusia takut cuma mereka hanya pangkat doang soale nyali ?,NON_BUZZER
banyakan brimobnya,NON_BUZZER
ayo tni bantu masarakat & mahasiswa,NON_BUZZER
sehat selallu pak polisi dalam mengamankan jalannya demo,NON_BUZZER
baru lihat rekeman vidio evakuasi nya ojol di akun tiktoknya,NON_BUZZER
"jangan cabar dengan rakyat, mereka berdemo enggak bawa senjata. jangan sampai rakyat bawa senjata. rakyat enggak perlu senapang panjang, hanya dengan kobaran api saja kamu sudah mati kebakaran.",NON_BUZZER
ini musuh kita,NON_BUZZER
"dan siapa yang bertanggung jawab atas kejadian seperti ini? musuh nkri sedang bertepuk tangan duduk dibelakng meja dan melihat dibelakang layar karena berhasil mengadu domba sesama rakyat indonesia, kita tidak sadar sekarang sedang dipecah belah dalam segala lini...rakyat dan rakyat dibenturkan agar saking gontok gontokan agar saling benci satu sama lainnya... waspada hati hatilah ingat waspada",NON_BUZZER
kacung dpr,NON_BUZZER
brimob lindas ojol,NON_BUZZER
#ripojol yang dilindes oleh mobil polisi,NON_BUZZER
kok enggak upload ojol yang dilindas min?,NON_BUZZER
kasiam banget yang jadi ojol di lindas itu,NON_BUZZER
up,NON_BUZZER
ojol kelindes?,NON_BUZZER
gazasubroto,NON_BUZZER
"betapa hebatnya para polisi yang menganggap rakyat sebagai musuh, sedangkan mereka lupa bahwa dpr yang dilindungi adalah sarang koruptor yang tidak tersentuh",NON_BUZZER
peliharaan,NON_BUZZER
berita ojol kelindas enggak ada min? nnya doang ini mah ya soalnya videonya jelas banget tadi,NON_BUZZER
anjing ojol klindes malah mju tunggu slanjut nya ojol si indonesia turun cari keadilan,NON_BUZZER
"semoga para pendemo selalu dalam lindungan allah dan selalu berada di jalur allah untuk menegakkan kebenaran, keadilan dan kesejahteraan bagi seluruh rakyat indonesia. amin....",BUZZER
dia kenapa,NON_BUZZER
kalau anggota polri bagus buat jaga aset rakyat jangan di rusak pendemo tapi jangan nyakiti rakyat,NON_BUZZER
"lihat besok kita ijo ini, ayo kawan2 libur sehari tidak membuatmu miskin",NON_BUZZER
gas pasukan ojol,NON_BUZZER
1312,BUZZER
jangan sampai demo di tungganginoknum politik yang ingin tenar hati-hati saja,NON_BUZZER
usut tuntas ojol yang kena lindas brimob,NON_BUZZER
enggak ada otak sumpah,NON_BUZZER
ditunggu saja sudah dapat kabar belum para polisi kami akan demo di 1. bandara 2. pelabuhan 3.stasiun kereta ingat ini baik baik,NON_BUZZER
"massa demo yang tulus, lebih baik pulang, karena sudah anarkis...keluarga menunggu,...yang demo anarkis silakan ditindak tegas , indonesia harus kita jaga",NON_BUZZER
"jangan mau diadu domba saudaraku semua, yang terpenting kita kawal kasusnya, dan tetap fokus akan pergerakan sebelumnya. karena orang-orang yang tidak baik di parlemen sangat senang jika opini publik sudah berbelok. mari gunakan akal dan pikiran untuk melawan, jangan sampai ada korban-korban lainnya di lapangan.",NON_BUZZER
di bubarkan tni tanpa gas air mata dengan senyuman masa pun bubar dngn hati senang,NON_BUZZER
media bagaimana sih enggak liput ojol yang kelindes,NON_BUZZER
ojol di lindes brimob,NON_BUZZER
"masa, minimal bawa molotop",NON_BUZZER
korban yang kelindes bagaimana,NON_BUZZER
"tni - polri harus tegas kasih pelajaran sama abtm dan abf ( anak buah ternak mulyono dan anak buah fufufafa, logo one peace itu simbol fufufafa saat pilpres, artinya demo tanggal 25 - 28 agustus 2025 demo adu domba. kami rakyat indonesia yang cerdas menonton kalian sambil minum kopi melihat kalian di rujak sama aparat",NON_BUZZER
sudah malam harus wajib bubarkan paksa.. sudah tau malam masih saja demo padahal haknya berunjuk rasa sudah ditunaikan kayak enggak ada hari esok yang mau demo,NON_BUZZER
baru tau kan sahroni sama kekuatan rakyat jelata yang muak sama pejabat2 lolot,NON_BUZZER
awas pada mengeluarkan kan senjata nya masing masing buat mencelaka kan masryakat yang sedang demo itu persiden lihat jangan diam melulu prabowo ayo bertindak ..,NON_BUZZER
istana masih dalam genggaman jokowi jadi harap maklum.,NON_BUZZER
yang bayar rakyat. malah menyerang rakyat .,NON_BUZZER
yang di lindes bagaimana,NON_BUZZER
"wah kalian ngelindes ojol, ini enggak bakalan nyelesaikan masalah, mending pimpinan polisi segera bikin pernyataan dan meminta maaf, bisa panjang masalahnya",NON_BUZZER
"dpr dan pejabat2 lagi menikmati rebahan, dan secangkir kopi, bhkan mungkin ada yang sedang holiday karena kantor dpr sedang libur panjang. mereka pura-pura buta dan budeg. kocak banget negara gue",NON_BUZZER
sudah enggak demo lagi ini,NON_BUZZER
ah kompas,NON_BUZZER
"mengapai dibubarin? kata nya pintu terbuka buat dengar keluhan rakyat! kok sekarang rakyat malah di bubarin, coba kalo tuh orang nongol mendengarkan keluhan rakyat enggak bakal rusuh dan makan korban jiwa kayak begini",NON_BUZZER
rakyat menang,NON_BUZZER
ambulan kosong... gaya pki saat kovid,NON_BUZZER
brimo ini kah yang melindas ojol,NON_BUZZER
"rajin betul anjing"" pemerintah ini",NON_BUZZER
"latihan terus terusan, fungsinya cuma buat lawan rakyat sendiri yang kata mengayomi? lawak",NON_BUZZER
itu ojol di lindes,NON_BUZZER
persis di israel ...,NON_BUZZER
itu yang menonton bubar lah,NON_BUZZER
"astagfirlloh... ini perang musuh masyrakat kecil,yang kelaparan, mahasiswa lindungi ya allah.. negara indonesia sudah enggak aman , kasihan masyarakat kecil,pejabat yang korop di malah dilindungi para aparat",NON_BUZZER
kalau garang begini ke kkb mungkin rakyat indonesia bangga memiliki kesatuan ini,NON_BUZZER
"pco memantau terus komentar provokatif. jangan coba melanggar, konsekuensinya nyata",NON_BUZZER
up sampai internasional,NON_BUZZER
"negara ini dipenuhi dengan orang orang kotor. para pemimpin yang tidak memikirkan rakyat kecil, rakyat masih banyak yang susah dan malah gaji dpr yang naik. lagian apa fungsinya mereka karena masih banyak aspirasi rakyat yang tidak mereka dengar. sangat tidak sepadan.",NON_BUZZER
brimob berani nya sama rakyat sama negara lain punya nyali enggak ruh,NON_BUZZER
"sudah enggak ada lagi lawan perasaan nya,gara"" pakai alat sudah jago,ingat kamu pasti kembali kemasyarakat,tidak selamanya seragam mu itu,",NON_BUZZER
pemerintah lagi pada dongo pura pura enggak lihat,NON_BUZZER
sudah nabrak ojol masih nembakin gas air mata ke rrakyat,NON_BUZZER
bukan cuma ojol sorenya sbln magrib mahasiswa dan pelajar juga ada yang kena ditarik dan dipukulin polisi,NON_BUZZER
pb harus turun tangan nih,NON_BUZZER
yang mereka pakai itu semua dari pajak rakyat,NON_BUZZER
":list rumah tujuan : - sri mulyani (mentri) - ahmad syahroni - eko patrio next - uya kuya next - nafa urbach next - prabowo next - puan maharani next - jokowi next"" - giring next"" - andre taulany next"" - raffi ahmad next"" tambah siapa lagi"".....‍‍",NON_BUZZER
sebanyak itu pendemo enggak ada yang bawa sajam atau pistol??,NON_BUZZER
"kacau negeri kita ini.sudah sih mengikuti apa mau nya rakyat,sejahteran rakyat kecil,biar semua masalah selesai.. rakyat cuma pengin keadilan dan sejahtera",NON_BUZZER
"tolong pak prabowo turunin tni, negara kacau kasihan orang yang lemah lawan perusuh2 begini. rakyat lemah juga jadi korban.",NON_BUZZER
reformasi !!! pecat kapolri makzulkan gibran !!!,BUZZER
"jika sistem selalu menindas, jangan heran jika rakyat akhirnya membalas",NON_BUZZER
semakin besar nanti demo nya yakin lah,NON_BUZZER
menyesal gua sudah nyoblos,NON_BUZZER
bravo brimob polri jaya selalu,BUZZER
"peralatan dan seragam mereka di beli pakai uang rakyat, dan di pakai untuk bertempur dengan rakyatnya",NON_BUZZER
ada injak ojol jangan lupa,NON_BUZZER
"stop bayar pajak,untuk masyarakat indonesia,toh pajak kita buat bayar mereka yang pukuli kita",NON_BUZZER
kok enggak di up soal brimob yang lindes orang...,NON_BUZZER
ini aparat jepang bukan indonesia aaparaat enggak di akui masarakat,NON_BUZZER
lucu ya pangkt polisi bawa senjata rakyat senjata seadanya ha.ha..,NON_BUZZER
semoga indonesia selalu dalam lindungannya,NON_BUZZER
"dpr nya. cuman pelawak. ini jadinya,,,kalo di wakili. orang. cuman harta dan jabatan di tambah suka meminta oleh oleh",NON_BUZZER
bang mampir story gua dan dan video tik tok soal video demo now,NON_BUZZER
uang pajak rakyat buat sakiti rayat,NON_BUZZER
"itu demo atau mau perang,kalau demo itu jam 6 sudah bubar,kenapa ini sampai malam,enggak masuk akal",NON_BUZZER
"apa kita tidak takut dengan dosa dan tidak takut dengan allah swt.,,sama dengan orang orang yahudi,,fir aun,,....",NON_BUZZER
"hidup di dunia ini adalah pilihan dan keputusan kemana arah bakal kembali ke akherat nanti,,,apa kita takut dengan dosa dan takut dengan allah swt.,..",NON_BUZZER
semangat brimob....kalau sudah anargis merusak membakar itu bukan demo,NON_BUZZER
ganti kapolri kemana enggak ada guna nya,NON_BUZZER
setuju enggak kepolisian ini di bubarkan,NON_BUZZER
suara2 kebenaran akan selalu hadir...disaat amanah negeri sudah berlari dari kebenaran...,NON_BUZZER
jongos jongos mau pada kmna,NON_BUZZER
"kalian sadar enggak sih, kalian demo enggak didengar, aparat disuruh maju ngehadang kalian. aslinya kalian itu pada di adu domba, aparat terpaksa menjalankan tugas, masyarakat turun meminta keadilan. sedangkan pejabatnya bersembunyi menyaksikan kalian berperang antar saudara. kalo sudah begini aparat apa gabsa memihak ke masyarakat ya? hm bingung juga, pasti mereka juga takut kehilangan pekerjaan. yang jelas disini semua dibawah kendali pemerintah, dan kalian cuma diadu domba dan aparat dijadikan alat/tameng.",NON_BUZZER
itu tukang ojek digiles,NON_BUZZER
aparat sudah dilengkapi dengan persiapan matang sementara kita masyarakat hanya pergi kosong. jadi kita juga harus memiliki persiapan berupa perlengkapan,NON_BUZZER
"semua anggota dpr harus bertanggung jawab atas kegaduhan,ini malah menyulitkan yang usah, harus nya mereka hadir sebagai wakil rakyat,bagaimana mereka enggak anarkis,kalian sebagai pejabat cuek saja, giliran, anggaran ini itu di naikin joget saja tau nya",NON_BUZZER
luas boleh semua pejabat negara,NON_BUZZER
beraninya cuma sama rakyat. kalau berani sama kkb biar nyahok,NON_BUZZER
"si:vlogger ini banyak bagi video2 aksi demonstran , lihat disini! pakai apk snack video bang bisa live tanpa pengikut dan tidak di takedown https://si.snackvideo.com/lu/",NON_BUZZER
"cuma ingat dan hati hati sama hukum allah swt.,,kalau sampai kalian membunuh sesama ciptaan tuhan,,kalian yang menanggung segala dosa dosa sampai akherat",NON_BUZZER
boikot rame-rame toktok kita mulai dari tanggal 10 sep ok un instal. pakaiapk lain . jfn ragu gerakan un instal tok tok,NON_BUZZER
bubar dong teman-teman kondusivkan situasi jaga keamanan bersama mudah-mudahan tuntutan rakyat akan segera di kabulkan pemerintah..percayalah pada pemerintah insyallah kedepannya ada keadilan untuk kita bemua,NON_BUZZER
"kata siapa polisi jahat, polisi baik semua, mengayomi dan sama,berikan rasa aman pada masyarakat.. para koruptor, mafia minyak, pengacau negeri ini di tangkp dan diadili seadil""nya.........dek.....adek,..bangun dek..adek ngigau ya....kok badannya panas..",NON_BUZZER
polisi garanv kalo ada senjata,NON_BUZZER
"perusuh harus ditindak tegas, biar negara aman",NON_BUZZER
"itu orang-orang yaman yang merasa paling patrotis pada kemana ,. entar selaesai demo baru koar-koar",NON_BUZZER
mantap kan negara kita kan,NON_BUZZER
bravo polri,BUZZER
sudah terlambat nanti sudah situasi parah baru tindakan prepentif pendemonya sudah kenyang jarahan,NON_BUZZER
"itu pakean seperti mau ke me dan tem,,,,pur saja.padahal pasukan idf saja bahkan navy seal amerika tak sebanyak itu dibawa.",NON_BUZZER
"negara ini perintahnya sudah penuh dengan dajal""",NON_BUZZER
tetap semangat para yunior brigade,NON_BUZZER
"kondisi saat ini .. agustus 2025 ** kubu prabowo >> partai2 ( gerindra, pdip, demokrat, golkar dl ) + anak abah ** kubu jokowi gibran >> psi + relawan jokowi + oligarki (penyumbang dana ) >> dari sini paham kan .. ??",NON_BUZZER
"mendengarkan yang para pejabat yang sedang duduk di bangku kekuasaan...jangan sekali-kali bikin rakyat muak..entar partai lu yang enggak laku..kalau seperti ini tidakan epresif bukan dengan cara humanis ujung"" korban akan jatuh banyak...yang ada makin chaos...",NON_BUZZER
indonesia negara boneka bentukan amerika untuk redah perang,NON_BUZZER
daridulu brimob enggak pernah berubah kelakuannya,NON_BUZZER
rip ojol,NON_BUZZER
"rip ojol di lindas mobil brimob, di demo dpr jakarta 28 agustus 2025",NON_BUZZER
yang di demo dpr yang di adu domba malah rakyat sama polisi. dpr nya sibuk enggak ada yang berani,NON_BUZZER
"ironis sekali negara ini kejadian ini adalah reaksi dari kurangnya empati anggota dewan& pemerintah pajak untuk rakyat naik, gaji anggota dewan juga naik tapi tidak diimbangi dengan kesejahteraan rakyat gaji anggota dewan & pemerintah naik tapi hanya untuk flexing barang branded dari luar negeri bukan membeli produk dalam negeri ""sungguh ironis"" dimana mata hati mereka mungkin hari ini kami kalah didunia tapi ingat masih ada akhirat & pengadilan allah yang maha adil. tunggu saja waktu itu datang",NON_BUZZER
pray for ojol,NON_BUZZER
polisi bukan mengayommi masyarakat. tapi musuh rakyat,NON_BUZZER
umur ku 30 tahun anak 1 janda barangkali aku bisa. dapat jodoh disini..... kalau pun tidak menjadi sahabat saudara pun tak mengapa,NON_BUZZER
kok perangnya sama masyarakat sendiri,NON_BUZZER
@ :terus yang ojol dilindes mobil brimob bagaimana pak,NON_BUZZER
pemerintahan terdzolim tadi ada yang nabrak dilindas ya allah,NON_BUZZER
"tidak membela ketika mobil rantis ngelindes ojol tapi pls kalian jadi fokusnya berubah, sedangkan yang di orasikan pertama adalah dpr kan ? ini bisa jadi peluang dpr buat leha leha karena fokus demonya sudah berubah",NON_BUZZER
dpr pada tidur apa pada sembunyi keluar kalau kamu memang wakil rakyat .,NON_BUZZER
"semua penegak hukum enggak ada yang di sukai, pol p tertibkan pedagang liar di benci, dishub tertibkan kendaraan over kapasitas dibenci, apalagi polisi yang tugasnya selalu bersentuhan dengan masyarakat, guru bp suka razia rambut, spatu, sragam juga dibenci, intinya semua penegak hukum tidak di sukai karena masyarakat kita banyak yang melanggar hukum, apalagi sekarang banyak artis yang jadi anggota dpr dimana mereka tidak punya pengalaman dalam pemerintahan.",NON_BUZZER
"antara malu dan kesel lihat negara sendiri kayak begini, yang di benturkan selalu rakyat, yang makan pajak rakyat enak banget tidur.a, pada enggak punya kuping",NON_BUZZER
yang ojol kelindes mobil brimob mana?,NON_BUZZER
dia mau ngeluarkan dekrit bubarkan dpr takut kayak gusdur di lengserkan. jenderal nyalinya kalah sama yang katanya presiden enggak bisa melihat.,NON_BUZZER
ini kota jakarta di juliki kota demo enggak habis habis ya mending pindah ke ikn saja,NON_BUZZER
negara kayak enggak ada presiden nya,NON_BUZZER
"pasya ungu yang berani ke lokasi berduka, yang pejabat dpr yang lain kemana sama pelakunya yang nabrakojol berduka affan kurniawan",NON_BUZZER
presiden diam saja indonesia akan jadi sorotan dunia internasional sampai ada korban jiwa sipil siap2 di embargo beli peralatan militer,NON_BUZZER
lihat vt gua ojol dilindas brimob parah kali,NON_BUZZER
yang terjadi sekarang adalah masyarakat di adu domba dengan aparattanpa ada statment dari dpr dan pemerintah untuk mengakhiri semua ini...stop jangan ada korban jiwa lagiayolah dpr dan presiden rakyatmu sedang tidak baik-baik saja...,NON_BUZZER
massa perusuh perusak tentunya ya bang,NON_BUZZER
di gaji dari rakyat malah melawan rakyat yang gaji... brimob oh brimob...,NON_BUZZER
anggaran ditambah untuk melawan pendemo,NON_BUZZER
siap2 kapolri & kakorbrimob di copot,NON_BUZZER
itu bpk2 yang penutup kpla kuning yang nonjok,NON_BUZZER
"doang:kalian sadar tidak? kode keras dari pak prabowo. 1 pak prabowo tidak melarang kalo kita mengibarkan bendera one piece 2 sengaja bikin berita gaji dpr naik untuk memancing amarah kita buat demo tapi kita belum bergerak sampai sekarang 3 dan menurutku itu sudah taktik yang pintar dari pak prabowo sebab dia paham tidak tidak berhak membubarkan dpr dan itu bukan ranah dia, yang berhak itu kita sebagai rakyat sebab sesuai dengan kepanjangannya dewan perwakilan rakyat jadi yang berhak melengserkan itu rakyat. gas kita bubarkan, prabowo belajar dari kisah pak gus dur yang ingin hapus dpr namun dia yang di lengserkan. (kalo mau ada perubahan kita harus peka)",NON_BUZZER
"yang demo iq 38 di bawah ubur ubur, gue yang iq 170 dukung polisi",NON_BUZZER
"jangan salahkan pejabat² yang dipilih rakyat.. jangan salahkan rakyat biasa juga.. yang salah itu ada oknum pejabat dan oknum rakyat yang mengikuti waha nafsu. sebagian rakyat² indonesia kesusahan dan pejabat² kepusingan belum bisa mensejahterahkan semua rakyat, pejuang keadilan jangan sampai terkena bisikan orang yang ingin menghancurkan nkri dari dalam, tetap demo damai, berpikir baik jangan arogan, pejabat dan rakyat harus tetap bersatu di nkri dan harus ada bimbingan khusus anak muda tentang akhlaq dan kejujuran, karena anak² muda yang akan melanjutkan nkri.",NON_BUZZER
indonesia urgent politic,NON_BUZZER
itu mobil brimob yang nabrak ojol?,NON_BUZZER
brimob jaya,NON_BUZZER
kerja polisi apa : polisi mengamankan rakyat polisi melindas rakyat,NON_BUZZER
aparat berani karena pakai seragam & senjata....coba kalo kosongan......pasti kabur,NON_BUZZER
cocoknya di tempatkan di puncak jaya papua,NON_BUZZER
presiden e ..pusing,NON_BUZZER
pecat puan maharani sama sri mulyani luuur,NON_BUZZER
rakabuming ada tolong pak keadilan buat para korban terutama tukang ojek online yang kelindes,NON_BUZZER
